name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul
F du Plessis (SA),2011-2019,143,11,32.0,0,189,2,1/8,94.50,5.90,96.0,0,0
CE Eksteen (SA),1991-1994,6,6,37.0,3,181,2,1/26,90.50,4.89,111.0,0,0
D Elgar (SA),2012-2018,8,4,16.0,1,67,2,1/11,33.50,4.18,48.0,0,0
M Faraz Akram (ZIM),2024-2024,2,2,20.0,0,101,2,2/58,50.50,5.05,60.0,0,0
B Fernando (SL),2021-2021,4,3,25.2,0,136,2,1/33,68.00,5.36,76.0,0,0
KADM Fernando (SL),2003-2003,1,1,7.0,2,13,2,2/13,6.50,1.85,21.0,0,0
D Gamage (SL),2003-2003,3,3,15.5,2,83,2,1/26,41.50,5.24,47.5,0,0
WCA Ganegama (SL),2001-2006,4,3,11.0,0,88,2,2/27,44.00,8.00,33.0,0,0
MS Gony (IND),2008-2008,2,2,13.0,1,76,2,2/65,38.00,5.84,39.0,0,0
TR Gripper (ZIM),2001-2003,8,6,20.0,5,76,2,2/28,38.00,3.80,60.0,0,0
TGJ Gruijters (NED),2010-2013,5,4,20.0,1,79,2,2/37,39.50,3.95,60.0,0,0
Hammad Azam (PAK),2011-2015,11,8,33.0,0,169,2,1/21,84.50,5.12,99.0,0,0
SM Harwood (AUS),2009-2009,1,1,10.0,0,57,2,2/57,28.50,5.70,30.0,0,0
RC Haynes (WI),1990-1991,3,3,22.0,0,98,2,1/29,49.00,4.45,66.0,0,0
MADI Hemantha (SL),2023-2023,5,4,35.0,0,193,2,2/49,96.50,5.51,105.0,0,0
O Henry (SA),1992-1992,3,3,24.5,0,125,2,1/31,62.50,5.03,74.5,0,0
KAR Hodge (WI),2023-2024,4,4,18.0,0,113,2,2/46,56.50,6.27,54.0,0,0
MEK Hussey (AUS),2004-2012,185,13,40.0,1,235,2,1/22,117.50,5.87,120.0,0,0
AP Igglesden (ENG),1994-1994,4,4,28.0,4,122,2,2/12,61.00,4.35,84.0,0,0
Irfan Bhatti (PAK),1993-1993,1,1,8.0,0,22,2,2/22,11.00,2.75,24.0,0,0
K Jethi (CAN),2008-2008,3,3,17.0,2,85,2,2/39,42.50,5.00,51.0,0,0
SHT Kandamby (SL),2004-2014,39,9,29.0,1,173,2,2/37,86.50,5.96,87.0,0,0
CK Kapugedera (SL),2006-2017,102,10,44.0,0,225,2,1/24,112.50,5.11,132.0,0,0
SHU Karnain (SL),1990-1990,2,2,12.0,1,61,2,2/43,30.50,5.08,36.0,0,0
Khushdil Shah (PAK),2020-2022,10,3,18.0,0,122,2,1/50,61.00,6.77,54.0,0,0
K Klein (NED),2024-2024,2,2,9.1,0,48,2,2/21,24.00,5.23,27.5,0,0
DB Kotze (NAM),2003-2003,6,6,47.0,0,256,2,1/32,128.00,5.44,141.0,0,0
GJP Kruger (SA),2006-2006,3,3,23.0,1,139,2,1/43,69.50,6.04,69.0,0,0
NR Kumar (CAN),2010-2014,16,2,11.0,0,63,2,2/40,31.50,5.72,33.0,0,0
M Labuschagne (AUS),2020-2024,52,10,33.5,1,230,2,2/19,115.00,6.79,101.5,0,0
AV Lalcheta (OMA),2019-2019,2,2,14.0,2,62,2,2/35,31.00,4.42,42.0,0,0
J Louw (SA),2008-2008,3,3,26.0,1,148,2,1/45,74.00,5.69,78.0,0,0
K Mahato (NEP),2022-2023,2,2,13.0,1,76,2,2/55,38.00,5.84,39.0,0,0
JS Malhotra (USA),2019-2022,18,4,17.0,0,67,2,1/17,33.50,3.94,51.0,0,0
GC Martin (ZIM),1994-1995,5,4,22.0,2,95,2,1/15,47.50,4.31,66.0,0,0
SC Meaker (ENG),2011-2011,2,2,19.0,1,110,2,1/45,55.00,5.78,57.0,0,0
PHKD Mendis (SL),2019-2022,7,5,25.0,0,151,2,1/32,75.50,6.04,75.0,0,0
Mohammed Qasim (UAE),2017-2017,5,3,20.0,2,71,2,1/13,35.50,3.55,60.0,0,0
LR Morris (AUS),2024-2024,2,2,14.3,3,72,2,2/13,36.00,4.96,43.5,0,0
Morshed Ali Khan (BAN),1998-1998,3,3,23.0,1,85,2,1/26,42.50,3.69,69.0,0,0
PV Mpitsang (SA),1999-1999,2,2,10.0,1,63,2,2/49,31.50,6.30,30.0,0,0
J Mubarak (SL),2002-2013,40,8,21.3,0,95,2,1/10,47.50,4.41,64.5,0,0
Muhammad Musa (PAK),2020-2020,2,2,16.1,1,101,2,2/21,50.50,6.24,48.5,0,0
SP Mukherjee (IND),1990-1991,3,3,29.0,2,98,2,1/30,49.00,3.37,87.0,0,0
IA Nicolson (ZIM),2010-2010,2,2,12.0,0,118,2,1/44,59.00,9.83,36.0,0,0
KH Pandya (IND),2021-2021,5,5,38.0,1,223,2,1/26,111.50,5.86,114.0,0,0
Pargat Singh (CAN),2023-2024,11,3,14.0,0,61,2,1/20,30.50,4.35,42.0,0,0
Parvez Rasool (IND),2014-2014,1,1,10.0,0,60,2,2/60,30.00,6.00,30.0,0,0
RR Patel (KENYA),2008-2014,39,7,28.0,0,135,2,1/14,67.50,4.82,84.0,0,0
R Pathan (CAN),2013-2013,1,1,6.0,0,50,2,2/50,25.00,8.33,18.0,0,0
J Patraj (CAN),2007-2007,2,2,15.0,0,76,2,1/27,38.00,5.06,45.0,0,0
MJ Potts (ENG),2022-2023,4,3,14.0,0,95,2,2/47,47.50,6.78,42.0,0,0
Pratis GC (NEP),2023-2023,3,3,21.0,0,90,2,1/37,45.00,4.28,63.0,0,0
P Raho (PNG),2014-2014,1,1,7.3,0,32,2,2/32,16.00,4.26,22.5,0,0
GJ Rennie (ZIM),1996-2003,40,4,15.0,0,75,2,1/17,37.50,5.00,45.0,0,0
CEB Rice (SA),1991-1991,3,3,23.0,0,114,2,1/46,57.00,4.95,69.0,0,0
EJ Richardson (IRE),2013-2013,2,2,11.0,0,54,2,2/39,27.00,4.90,33.0,0,0
Rizwan Latif (UAE),2004-2004,1,1,9.0,0,69,2,2/69,34.50,7.66,27.0,0,0
Robiul Islam (BAN),2013-2013,3,3,22.1,1,117,2,1/21,58.50,5.27,66.5,0,0
LN Roche (ZIM),2018-2018,3,3,23.0,1,157,2,1/54,78.50,6.82,69.0,0,0
Rokhan Barakzai (AFG),2015-2015,1,1,10.0,1,45,2,2/45,22.50,4.50,30.0,0,0
KR Rutherford (NZ),1990-1995,87,6,12.4,0,65,2,1/5,32.50,5.13,38.0,0,0
Sajjad Akbar (PAK),1990-1990,2,1,10.0,1,45,2,2/45,22.50,4.50,30.0,0,0
C Sakariya (IND),2021-2021,1,1,8.0,0,34,2,2/34,17.00,4.25,24.0,0,0
Saleem Jaffar (PAK),1990-1990,3,3,21.0,0,55,2,2/20,27.50,2.61,63.0,0,0
T Sangha (AUS),2023-2023,2,2,18.0,0,125,2,1/61,62.50,6.94,54.0,0,0
KR Sen (IND),2022-2022,1,1,5.0,0,37,2,2/37,18.50,7.40,15.0,0,0
Shahid Saeed (PAK),1992-1993,4,3,18.0,0,70,2,2/20,35.00,3.88,54.0,0,0
AK Sharma (IND),1990-1993,10,8,57.0,0,269,2,1/40,134.50,4.71,171.0,0,0
C Sharma (IND),1992-1994,5,5,30.0,1,145,2,1/31,72.50,4.83,90.0,0,0
L Sipamla (SA),2020-2021,5,4,30.2,1,172,2,1/40,86.00,5.67,91.0,0,0
S Snater (NED),2018-2022,4,4,25.0,1,188,2,1/41,94.00,7.52,75.0,0,0
Sohail Butt (UAE),1994-1994,2,2,13.0,0,79,2,2/52,39.50,6.07,39.0,0,0
RW Staple (USA),2004-2004,2,1,10.0,0,76,2,2/76,38.00,7.60,30.0,0,0
PC Strydom (SA),2000-2000,10,7,42.0,0,206,2,1/18,103.00,4.90,126.0,0,0
W Sutherland (AUS),2024-2024,2,2,8.3,0,33,2,2/28,16.50,3.88,25.5,0,0
T Taibu (Afr/ZIM),2001-2012,150,2,14.0,1,61,2,2/42,30.50,4.35,42.0,0,0
Tanvir Ahmed (PAK),2011-2011,2,2,10.0,0,83,2,1/38,41.50,8.30,30.0,0,0
DC Thomas (WI),2009-2013,21,1,1.1,0,11,2,2/11,5.50,9.42,3.5,0,0
PIC Thompson (WI),1997-1997,2,2,19.0,2,110,2,1/46,55.00,5.78,57.0,0,0
GP Thorpe (ENG),1993-2002,82,5,20.0,1,97,2,2/15,48.50,4.85,60.0,0,0
IJL Trott (ENG),2009-2013,68,10,30.3,0,166,2,2/31,83.00,5.44,91.5,0,0
CM Tuckett (WI),1998-1998,1,1,8.0,0,41,2,2/41,20.50,5.12,24.0,0,0
AJ Turner (AUS),2019-2021,9,2,14.0,1,60,2,1/23,30.00,4.28,42.0,0,0
M van Jaarsveld (SA),2002-2004,11,2,5.1,1,18,2,1/0,9.00,3.48,15.5,0,0
M van Lingen (NAM),2021-2024,32,10,16.2,0,79,2,1/0,39.50,4.83,49.0,0,0
S Vesawkar (NEP),2018-2021,4,1,6.0,1,21,2,2/21,10.50,3.50,18.0,0,0
C Viljoen (NAM),2019-2019,2,2,5.0,0,14,2,2/6,7.00,2.80,15.0,0,0
KP Walmsley (NZ),2003-2003,2,2,20.0,0,117,2,1/53,58.50,5.85,60.0,0,0
DS Wesonga (KENYA),2010-2011,4,1,7.0,0,28,2,2/28,14.00,4.00,21.0,0,0
RK Whelan (IRE),2007-2007,2,2,15.0,0,99,2,1/43,49.50,6.60,45.0,0,0
CM Willoughby (SA),2000-2003,3,3,28.0,2,148,2,2/39,74.00,5.28,84.0,0,0
Zafar Gohar (PAK),2015-2015,1,1,10.0,0,54,2,2/54,27.00,5.40,30.0,0,0
Zahid Hussain (CAN),2011-2011,2,2,20.0,1,94,2,1/37,47.00,4.70,60.0,0,0
MZ Zahir (CAN),2009-2009,1,1,5.0,0,35,2,2/35,17.50,7.00,15.0,0,0
Zahir Khan (AFG),2019-2019,1,1,10.0,0,55,2,2/55,27.50,5.50,30.0,0,0
Abdul Qadir (PAK),1990-1993,5,5,36.2,0,169,1,1/43,169.00,4.65,218.0,0,0
Abdul Rahman (AFG),2023-2023,3,3,17.2,0,133,1,1/83,133.00,7.67,104.0,0,0
Adhitya Shetty (UAE),2023-2023,1,1,10.0,1,56,1,1/56,56.00,5.60,60.0,0,0
Ahmed Kamal (BAN),1999-1999,1,1,5.0,0,39,1,1/39,39.00,7.80,30.0,0,0
Akeem Jordan (WI),2023-2023,2,2,11.0,2,56,1,1/36,56.00,5.09,66.0,0,0
GW Aldridge (NZ),2011-2011,2,2,19.0,1,98,1,1/45,98.00,5.15,114.0,0,0
Aminul Islam jnr (BAN),1999-1999,1,1,5.0,1,33,1,1/33,33.00,6.60,30.0,0,0
SSD Arachchige (SL),2023-2024,5,2,7.0,0,28,1,1/18,28.00,4.00,42.0,0,0
Arshad Ali (UAE),2004-2008,4,3,17.0,0,105,1,1/5,105.00,6.17,102.0,0,0
Arshad Laeeq (UAE),1994-1996,6,6,33.0,0,198,1,1/25,198.00,6.00,198.0,0,0
A Ashok (NZ),2023-2023,2,2,10.1,1,65,1,1/63,65.00,6.39,61.0,0,0
Asim Saeed (UAE),2004-2004,2,2,9.0,2,40,1,1/25,40.00,4.44,54.0,0,0
Azhar Hossain (BAN),1990-1990,4,4,26.0,1,135,1,1/33,135.00,5.19,156.0,0,0
DS Bajwa (CAN),2024-2024,1,1,3.0,0,14,1,1/14,14.00,4.66,18.0,0,0
KMC Bandara (SL),2016-2016,1,1,10.0,0,83,1,1/83,83.00,8.30,60.0,0,0
Basit Ali (PAK),1993-1996,50,2,5.0,0,21,1,1/17,21.00,4.20,30.0,0,0
RR Beaton (WI),2017-2017,2,2,17.0,1,102,1,1/60,102.00,6.00,102.0,0,0
JE Benjamin (ENG),1994-1995,2,2,12.0,0,47,1,1/22,47.00,3.91,72.0,0,0
D Birrell (JER),2023-2023,1,1,10.0,0,54,1,1/54,54.00,5.40,60.0,0,0
NE Bonner (WI),2021-2022,6,3,10.5,0,55,1,1/29,55.00,5.07,65.0,0,0
KC Brathwaite (WI),2016-2017,10,5,25.2,0,140,1,1/56,140.00,5.52,152.0,0,0
DE Budge (SCOT),2018-2022,17,8,25.0,0,111,1,1/21,111.00,4.44,150.0,0,0
LOB Cann (BER),2006-2009,26,4,16.4,0,129,1,1/34,129.00,7.74,100.0,0,0
SJ Chalmers (SCOT),2009-2009,2,2,10.0,0,49,1,1/34,49.00,4.90,60.0,0,0
S Chattergoon (WI),2006-2009,18,4,13.2,0,48,1,1/1,48.00,3.60,80.0,0,0
MT Chinouya (ZIM),2013-2013,2,2,11.0,0,50,1,1/36,50.00,4.54,66.0,0,0
MJ Cosgrove (AUS),2006-2006,3,2,5.0,0,13,1,1/1,13.00,2.60,30.0,0,0
CJ Dala (SA),2018-2018,2,2,17.0,0,121,1,1/57,121.00,7.11,102.0,0,0
TH David (AUS),2023-2023,4,1,2.0,0,20,1,1/20,20.00,10.00,12.0,0,0
Dawlat Ahmadzai (AFG),2009-2010,3,3,18.4,1,121,1,1/40,121.00,6.48,112.0,0,0
TN de Grooth (NED),2006-2013,34,1,1.0,0,2,1,1/2,2.00,2.00,6.0,0,0
JL Denly (ENG),2009-2020,16,4,17.0,0,101,1,1/24,101.00,5.94,102.0,0,0
R Dhakal (NEP),2024-2024,2,2,14.0,0,75,1,1/34,75.00,5.35,84.0,0,0
R Dhawan (IND),2016-2016,3,3,25.0,0,160,1,1/74,160.00,6.40,150.0,0,0
MS Dhoni (Asia/IND),2004-2019,350,2,6.0,0,31,1,1/14,31.00,5.16,36.0,0,0
DM Dupavillon (SA),2020-2021,2,2,11.0,0,51,1,1/21,51.00,4.63,66.0,0,0
PS Eaglestone (IRE),2008-2008,1,1,7.0,0,60,1,1/60,60.00,8.57,42.0,0,0
JE Emburey (ENG),1993-1993,3,3,24.0,1,120,1,1/42,120.00,5.00,144.0,0,0
Faisal Hossain (BAN),2004-2010,6,2,12.1,0,53,1,1/27,53.00,4.35,73.0,0,0
Fakhar Zaman (PAK),2017-2023,82,7,22.3,0,111,1,1/19,111.00,4.93,135.0,0,0
SP Fleming (ICC/NZ),1994-2007,280,3,4.5,0,28,1,1/8,28.00,5.79,29.0,0,0
MJ Fourie (IRE),2007-2008,7,5,29.5,1,128,1,1/33,128.00,4.29,179.0,0,0
AN French (HKG),2004-2004,2,2,12.0,0,67,1,1/51,67.00,5.58,72.0,0,0
D Ganesh (IND),1997-1997,1,1,5.0,0,20,1,1/20,20.00,4.00,30.0,0,0
TN Garwe (ZIM),2009-2009,1,1,6.0,0,50,1,1/50,50.00,8.33,36.0,0,0
RS Gavaskar (IND),2004-2004,11,2,12.0,0,74,1,1/56,74.00,6.16,72.0,0,0
Golam Faruq (BAN),1990-1990,1,1,4.3,0,28,1,1/28,28.00,6.22,27.0,0,0
EL Gouka (NED),1996-1996,3,2,3.4,0,51,1,1/32,51.00,13.90,22.0,0,0
K Gowtham (IND),2021-2021,1,1,8.0,0,49,1,1/49,49.00,6.12,48.0,0,0
VD Grandia (NED),2002-2002,1,1,5.0,0,40,1,1/40,40.00,8.00,30.0,0,0
RD Gudhka (KENYA),2011-2011,2,2,13.0,0,60,1,1/41,60.00,4.61,78.0,0,0
Habibul Bashar (BAN),1995-2007,111,6,29.1,0,142,1,1/31,142.00,4.86,175.0,0,0
LJ Hamilton (NZ),2005-2005,2,2,18.0,0,143,1,1/76,143.00,7.94,108.0,0,0
MJ Haslam (NZ),1992-1992,1,1,5.0,0,28,1,1/28,28.00,5.60,30.0,0,0
AW Hawkins-Kay (JER),2023-2023,1,1,9.0,0,58,1,1/58,58.00,6.44,54.0,0,0
DL Hemp (BER),2006-2009,22,4,19.0,0,119,1,1/25,119.00,6.26,114.0,0,0
RR Hendricks (SA),2018-2023,34,3,7.0,0,47,1,1/13,47.00,6.71,42.0,0,0
BJ Hodge (AUS),2005-2007,25,3,11.0,0,51,1,1/17,51.00,4.63,66.0,0,0
DL Houghton (ZIM),1992-1997,51,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0
Ijaz Ahmed jnr (PAK),1997-1997,2,2,5.0,0,25,1,1/9,25.00,5.00,30.0,0,0
Imran Nazir (PAK),1999-2009,79,4,8.1,0,48,1,1/3,48.00,5.87,49.0,0,0
F Jansen (NED),1996-1996,2,2,9.0,0,62,1,1/40,62.00,6.88,54.0,0,0
Jatinder Singh (OMA),2019-2023,46,3,7.0,0,37,1,1/11,37.00,5.28,42.0,0,0
PS Jayaprakashdaran (SL),2005-2005,1,1,6.0,1,21,1,1/21,21.00,3.50,36.0,0,0
Joginder Sharma (IND),2004-2007,4,4,25.0,3,115,1,1/28,115.00,4.60,150.0,0,0
HR Johnson (USA),2004-2004,2,2,10.0,1,69,1,1/26,69.00,6.90,60.0,0,0
S Jyoti (CAN),2006-2010,14,4,20.0,1,90,1,1/26,90.00,4.50,120.0,0,0
VG Kambli (IND),1991-2000,104,1,0.4,0,7,1,1/7,7.00,10.50,4.0,0,0
Kashif Raza (PAK),2001-2001,1,1,5.0,0,36,1,1/36,36.00,7.20,30.0,0,0
GE Kidd (IRE),2007-2008,6,5,36.0,1,172,1,1/27,172.00,4.77,216.0,0,0
D Lakshan (SL),2021-2022,3,3,11.0,0,76,1,1/43,76.00,6.90,66.0,0,0
J Liyanage (SL),2024-2024,9,7,21.2,1,129,1,1/17,129.00,6.04,128.0,0,0
JL Louw (NAM),2003-2003,1,1,10.0,0,60,1,1/60,60.00,6.00,60.0,0,0
DJ Malan (ENG),2019-2023,30,2,2.3,0,17,1,1/5,17.00,6.80,15.0,0,0
G Malla (NEP),2018-2023,37,2,3.0,0,18,1,1/6,18.00,6.00,18.0,0,0
Maninder Singh (IND),1993-1993,2,2,18.0,0,108,1,1/62,108.00,6.00,108.0,0,0
SV Manjrekar (IND),1990-1996,67,3,1.2,0,10,1,1/2,10.00,7.50,8.0,0,0
Mansoor Amjad (PAK),2008-2008,1,1,8.0,1,44,1,1/44,44.00,5.50,48.0,0,0
AW Mathieson (NZ),2015-2015,1,1,4.0,0,40,1,1/40,40.00,10.00,24.0,0,0
Matiullah Khan (UAE),2023-2023,1,1,5.0,0,37,1,1/37,37.00,7.40,30.0,0,0
DES Maxwell (CAN),2006-2007,10,3,12.0,0,70,1,1/23,70.00,5.83,72.0,0,0
T Mishra (KENYA),2006-2013,42,2,1.3,0,12,1,1/6,12.00,8.00,9.0,0,0
Mohammad Abbas (PAK),2019-2019,3,3,27.0,0,153,1,1/44,153.00,5.66,162.0,0,0
Mohammad Yousuf (Asia/PAK),1998-2010,288,2,0.2,0,1,1,1/0,1.00,3.00,2.0,0,0
Mujahid Jamshed (PAK),1997-1997,4,1,4.0,1,6,1,1/6,6.00,1.50,24.0,0,0
W Mwayenga (ZIM),2002-2004,3,3,21.0,2,157,1,1/61,157.00,7.47,126.0,0,0
D Myers (ZIM),2021-2022,5,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0
DP Nannes (AUS),2009-2009,1,1,7.0,1,20,1,1/20,20.00,2.85,42.0,0,0
Najmul Hossain Shanto (BAN),2018-2024,45,6,13.2,0,75,1,1/10,75.00,5.62,80.0,0,0
A Ndlovu (ZIM),2019-2019,2,2,17.0,0,80,1,1/29,80.00,4.70,102.0,0,0
Neeyamur Rashid (BAN),1999-1999,2,2,13.0,2,66,1,1/46,66.00,5.07,78.0,0,0
AA Noffke (AUS),2008-2008,1,1,9.0,0,46,1,1/46,46.00,5.11,54.0,0,0
MP O'Dowd (NED),2019-2024,46,6,12.3,0,75,1,1/16,75.00,6.00,75.0,0,0
SD Outerbridge (BER),2006-2009,23,7,20.0,2,94,1,1/11,94.00,4.70,120.0,0,0
JS Paris (AUS),2016-2016,2,2,16.0,0,93,1,1/40,93.00,5.81,96.0,0,0
DA Payne (ENG),2022-2022,1,1,9.0,1,38,1,1/38,38.00,4.22,54.0,0,0
AJ Penn (NZ),1997-2001,5,5,26.3,1,201,1,1/50,201.00,7.58,159.0,0,0
K Pierre (WI),2019-2020,3,3,26.0,0,158,1,1/50,158.00,6.07,156.0,0,0
TJG Pringle (NED),2022-2022,4,4,33.1,1,221,1,1/51,221.00,6.66,199.0,0,0
PM Pushpakumara (SL),2017-2017,2,2,19.0,0,105,1,1/40,105.00,5.52,114.0,0,0
S Ramesh (IND),1999-1999,24,3,6.0,0,38,1,1/23,38.00,6.33,36.0,0,0
N Ranatunga (SL),1993-1993,2,2,17.0,0,82,1,1/33,82.00,4.82,102.0,0,0
SHA Rance (NZ),2017-2017,2,2,17.3,1,110,1,1/44,110.00,6.28,105.0,0,0
U Ranchod (ZIM),1992-1993,3,3,29.0,3,130,1,1/44,130.00,4.48,174.0,0,0
NLK Ratnayake (SL),1990-1990,1,1,7.0,0,39,1,1/39,39.00,5.57,42.0,0,0
SS Raul (IND),1998-1998,2,2,6.0,1,27,1,1/13,27.00,4.50,36.0,0,0
Ravi Bishnoi (IND),2022-2022,1,1,8.0,0,69,1,1/69,69.00,8.62,48.0,0,0
Raza-ur-Rehman (CAN),2013-2014,6,5,20.2,1,128,1,1/59,128.00,6.29,122.0,0,0
Raza Hasan (PAK),2014-2014,1,1,10.0,0,68,1,1/68,68.00,6.80,60.0,0,0
CA Reid (USA),2004-2004,2,2,13.0,0,63,1,1/37,63.00,4.84,78.0,0,0
RB Reid (NZ),1991-1991,7,1,1.1,0,13,1,1/13,13.00,11.14,7.0,0,0
Rishad Hossain (BAN),2023-2024,3,3,21.2,0,117,1,1/51,117.00,5.48,128.0,0,0
CP Rizwan (UAE),2019-2024,42,5,9.4,0,50,1,1/19,50.00,5.17,58.0,0,0
RJ Robinson (BER),2007-2009,3,3,23.0,0,170,1,1/57,170.00,7.39,138.0,0,0
TS Roland-Jones (ENG),2017-2017,1,1,7.0,2,34,1,1/34,34.00,4.85,42.0,0,0
LC Romero (USA),2004-2004,2,1,4.0,0,52,1,1/52,52.00,13.00,24.0,0,0
RR Rossouw (SA),2014-2016,36,3,7.3,0,44,1,1/17,44.00,5.86,45.0,0,0
SE Rutherford (WI),2023-2023,3,1,4.0,0,24,1,1/24,24.00,6.00,24.0,0,0
Sameer Zia (UAE),2004-2004,1,1,10.0,0,44,1,1/44,44.00,4.40,60.0,0,0
Saqib Ali (UAE),2008-2014,5,2,10.0,0,57,1,1/44,57.00,5.70,60.0,0,0
Saud Shakeel (PAK),2021-2023,15,3,7.5,0,37,1,1/14,37.00,4.72,47.0,0,0
Sayed Shirzad (AFG),2019-2019,2,1,8.0,0,56,1,1/56,56.00,7.00,48.0,0,0
BN Schultz (SA),1992-1992,1,1,9.0,1,35,1,1/35,35.00,3.88,54.0,0,0
BB Seebaran (CAN),2003-2003,4,3,18.0,0,130,1,1/61,130.00,7.22,108.0,0,0
Shahid Ahmadzai (CAN),2024-2024,3,3,28.0,5,94,1,1/26,94.00,3.35,168.0,0,0
Shahnawaz Dahani (PAK),2022-2022,2,2,16.0,0,73,1,1/36,73.00,4.56,96.0,0,0
Shehzad Altaf (UAE),1996-1996,2,2,13.0,3,37,1,1/15,37.00,2.84,78.0,0,0
M Shezi (SA),2014-2014,1,1,6.0,2,8,1,1/8,8.00,1.33,36.0,0,0
Shoaib Mohammad (PAK),1990-1993,10,4,8.1,0,54,1,1/14,54.00,6.61,49.0,0,0
LR Shukla (IND),1999-1999,3,3,19.0,0,94,1,1/25,94.00,4.94,114.0,0,0
LPC Silva (SL),1999-2011,75,2,7.0,1,33,1,1/21,33.00,4.71,42.0,0,0
LMP Simmons (WI),2006-2015,68,12,26.0,0,172,1,1/3,172.00,6.61,156.0,0,0
RK Singh (IND),2023-2023,2,1,1.0,0,2,1,1/2,2.00,2.00,6.0,0,0
RAJ Smith (SCOT),2016-2016,2,2,15.0,0,97,1,1/34,97.00,6.46,90.0,0,0
Sohaib Maqsood (PAK),2013-2021,29,4,9.0,0,42,1,1/16,42.00,4.66,54.0,0,0
VS Solanki (ENG),2000-2006,51,7,18.3,0,105,1,1/17,105.00,5.67,111.0,0,0
GM Strydom (ZIM),2006-2006,12,4,11.0,0,61,1,1/28,61.00,5.54,66.0,0,0
R Strydom (IRE),2008-2008,9,1,8.0,0,63,1,1/63,63.00,7.87,48.0,0,0
Subashis Roy (BAN),2016-2016,1,1,10.0,1,45,1,1/45,45.00,4.50,60.0,0,0
Surya Tamang (NEP),2024-2024,2,2,15.0,1,78,1,1/46,78.00,5.20,90.0,0,0
Syed Maqsood (UAE),2004-2004,2,2,11.0,0,84,1,1/60,84.00,7.63,66.0,0,0
Tanvir Mehdi (PAK),1992-1992,1,1,11.0,0,72,1,1/72,72.00,6.54,66.0,0,0
Taufeeq Umar (PAK),2001-2011,22,3,12.0,0,85,1,1/49,85.00,7.08,72.0,0,0
GJ Thompson (IRE),2008-2008,3,3,12.0,0,73,1,1/35,73.00,6.08,72.0,0,0
CK Tshuma (ZIM),2020-2020,2,2,11.0,1,83,1,1/35,83.00,7.54,66.0,0,0
Tushar Imran (BAN),2001-2007,41,5,21.0,0,103,1,1/24,103.00,4.90,126.0,0,0
Umair Ali (UAE),2015-2015,2,2,18.0,1,125,1,1/65,125.00,6.94,108.0,0,0
Usman Ghani (AFG),2014-2022,17,2,6.2,0,34,1,1/21,34.00,5.36,38.0,0,0
Usman Qadir (PAK),2021-2021,1,1,9.0,0,48,1,1/48,48.00,5.33,54.0,0,0
HE van der Dussen (SA),2019-2023,62,1,1.0,0,3,1,1/3,3.00,3.00,6.0,0,0
BO van Rooi (NAM),2003-2003,3,3,20.0,0,119,1,1/24,119.00,5.95,120.0,0,0
MA Vermeulen (ZIM),2000-2009,43,1,0.5,0,5,1,1/5,5.00,6.00,5.0,0,0
M Vijay (IND),2010-2015,17,2,6.0,0,37,1,1/19,37.00,6.16,36.0,0,0
JM Vince (ENG),2015-2023,25,2,7.0,0,38,1,1/18,38.00,5.42,42.0,0,0
L Vincent (NZ),2001-2007,102,3,3.2,1,25,1,1/0,25.00,7.50,20.0,0,0
Waheed Ahmed (UAE),2019-2021,7,6,20.0,0,94,1,1/20,94.00,4.70,120.0,0,0
Wasim Haider (PAK),1992-1992,3,3,19.0,1,79,1,1/36,79.00,4.15,114.0,0,0
S Weerakoon (SL),2012-2012,2,1,10.0,0,49,1,1/49,49.00,4.90,60.0,0,0
BA Westdijk (NED),2011-2011,4,4,26.0,0,195,1,1/56,195.00,7.50,156.0,0,0
B White (IRE),2023-2023,2,2,18.0,0,118,1,1/59,118.00,6.55,108.0,0,0
SC Williams (WI),1994-1999,57,1,4.0,0,30,1,1/30,30.00,7.50,24.0,0,0
DJ Worrall (AUS),2016-2016,3,3,26.2,0,171,1,1/43,171.00,6.49,158.0,0,0
J Yadav (IND),2016-2022,2,2,14.0,0,61,1,1/8,61.00,4.35,84.0,0,0
BE Young (AUS),1998-1999,6,5,39.0,0,251,1,1/26,251.00,6.43,234.0,0,0
Zain Abbas (HKG),2008-2008,1,1,6.0,0,56,1,1/56,56.00,9.33,36.0,0,0
Zakir Khan (PAK),1990-1990,3,3,19.4,0,86,1,1/41,86.00,4.37,118.0,0,0
ME Sanuth (OMA),2020-2020,3,3,10.0,2,61,0,-,-,6.10,-,0,0
Aamer Malik (PAK),1990-1994,3,1,3.0,0,12,0,-,-,4.00,-,0,0
Aaron Jones (USA),2019-2023,43,9,31.0,0,174,0,-,-,5.61,-,0,0
S Abrahams (SA),2000-2000,1,1,10.0,0,40,0,-,-,4.00,-,0,0
Abul Hasan (BAN),2012-2018,7,7,36.0,1,244,0,-,-,6.77,-,0,0
WA Agar (AUS),2021-2021,2,2,11.0,1,39,0,-,-,3.54,-,0,0
MA Agarwal (IND),2020-2020,5,1,1.0,0,10,0,-,-,10.00,-,0,0
Ahmed Shah (AFG),2009-2009,1,1,1.0,0,12,0,-,-,12.00,-,0,0
